Genus,Species,N,Tmax,max_metric,error,error.measure,Multiple.measures,max_interval_after_LT0,Tmax_2,max_metric_2,error.1,error.measure.1,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,N.1,tmin,min_metric,error.2,error_type,Multiple.measures_min,min_interval_after_LT0,N.2,tmin_2,min_metric_2,error.3,error_type.1,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality.of.UTNZ,Realm,Realm.1,Realm.2,max_pretreatmentnum,thermy,realm,elevation_min_0,elevation_max_0
Cercocarpus,betuloides,10,57.1,ctmax,NA,,N,NA,NA,,NA,NA,NA,F,NA,33.5,-117.1,375,Knight_&_Ackerly_2002,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Streptophyta,Spermatophyta,Rosales,Rosaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,375
Cercopithecus,mitis,2,25,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-1.17,36.47,NA,Muller_et_al_1983,3,2,7,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-1.17,36.47,NA,Muller_et_al_1983,3,Chordata,Mammalia,Primates,Cercopithecidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Cerdocyon,thous,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,2,25,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,38.49,-77.57,NA,Henneman_et_al_1983,3,Chordata,Mammalia,Carnivora,Canidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Cetraria,aculeata,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-12.7,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,49.1,8.3,NA,Lange_1965,1,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Chaetodipus,hispidus,6,33.5,UTNZ,NA,,N,NA,NA,,NA,NA,NA,23,NA,28.1,-97.44,NA,Wang_&_Hudson_1970,1,6,30.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,23,NA,28.1,-97.44,NA,Wang_&_Hudson_1970,1,Chordata,Mammalia,Rodentia,Heteromyidae,1,Terrestrial,Terrestrial,Terrestrial,25,endotherm,Terrestrial,NA,NA
Chaetodipus,intermedius,NA,36,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,35.21,-113.76,180,Bradley_et_al_1975,1,NA,33,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,35.21,-113.76,180,Bradley_et_al_1975,1,Chordata,Mammalia,Rodentia,Heteromyidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,180,180
Chaetodipus,penicillatus,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,31,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,43.58,-74.23,NA,Brower_&_Cade_1966,2,Chordata,Mammalia,Rodentia,Heteromyidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chaetophractus,nationi,2,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-16.17,-63.35,NA,McNab_1980,2,2,29,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-16.17,-63.35,NA,McNab_1980,2,Chordata,Mammalia,Cingulata,Dasypodidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chaetophractus,vellerosus,2,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-35,-65,NA,McNab_1980,2,2,30,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-35,-65,NA,McNab_1980,2,Chordata,Mammalia,Cingulata,Dasypodidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chaetophractus,villosus,2,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-35,-65,NA,McNab_1980,2,2,29,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-35,-65,NA,McNab_1980,2,Chordata,Mammalia,Cingulata,Dasypodidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chalinolobus,gouldii,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,10,35,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-32.04,115.51,NA,Hosken_&_Withers_1997,1,Chordata,Mammalia,Chiroptera,Vespertilionidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chamaeleo,bitaeniatus,5,42.1,ctmax,0.21,SE,N,NA,NA,,NA,NA,NA,F,1,-2.07,36.82,2000,Bennett_2004,1,5,4.4,ctmin,0.67,SE,N,NA,NA,NA,,NA,NA,NA,F,1,-2.07,36.82,2000,Bennett_2004,1,Chordata,Lepidosauria,Squamata,Chamaeleonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,2000,2000
Chamaeleo,dilepis,5,43.6,ctmax,0.05,SE,N,NA,NA,,NA,NA,NA,F,1,-2.42,37.97,800,Bennett_2004,1,5,7.6,ctmin,0.22,SE,N,NA,NA,NA,,NA,NA,NA,F,1,-2.42,37.97,800,Bennett_2004,1,Chordata,Lepidosauria,Squamata,Chamaeleonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,800,800
Chamaeleo,ellioti,6,41.8,ctmax,0.38,SE,N,NA,NA,,NA,NA,NA,F,1,0.2,35.1,1800,Bennett_2004,1,6,3.5,ctmin,0.5,SE,N,NA,NA,NA,,NA,NA,NA,F,1,0.2,35.1,1800,Bennett_2004,1,Chordata,Lepidosauria,Squamata,Chamaeleonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,1800,1800
Chamaeleo,hoehnelii,7,40.8,ctmax,0.2,SE,N,NA,NA,,NA,NA,NA,F,1,-1.28,36.82,1700,Bennett_2004,1,6,5.1,ctmin,0.73,SE,N,NA,NA,NA,,NA,NA,NA,F,1,-1.28,36.82,1700,Bennett_2004,1,Chordata,Lepidosauria,Squamata,Chamaeleonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,1700,1700
Chamaeleo,jacksonii,8,41,ctmax,0.15,SE,N,NA,NA,,NA,NA,NA,F,1,-1.28,36.82,1700,Bennett_2004,1,8,5.3,ctmin,0.5,SE,N,NA,NA,NA,,NA,NA,NA,F,1,-1.28,36.82,1700,Bennett_2004,1,Chordata,Lepidosauria,Squamata,Chamaeleonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,1700,1700
Chamaeleo,schubotzi,6,41.6,ctmax,0.21,SE,N,NA,NA,,NA,NA,NA,F,1,-0.17,37.33,3300,Bennett_2004,1,6,1.4,ctmin,0.27,SE,N,NA,NA,NA,,NA,NA,NA,F,1,-0.17,37.33,3300,Bennett_2004,1,Chordata,Lepidosauria,Squamata,Chamaeleonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,3300,3300
Charina,bottae,1,38,ctmax,NA,,N,NA,NA,,NA,NA,NA,14,NA,44.56,-123.26,60,Brattstrom_1965,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Boidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,60
Chasmistes,brevirostris,NA,32.7,ctmax,NA,,N,NA,NA,,NA,NA,NA,20,0.3,42.5,-122,1250,Castelberry_&_Cech_1992_in_Beitinger_et_al_2000,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Cypriniformes,Catostomidae,,Freshwater,Freshwater,Terrestrial,NA,ectotherm,Freshwater,NA,1250
Cheimarrichthys,fosteri,14,30,LT50,NA,,N,NA,NA,,NA,NA,NA,15,NA,-36.6,174.5,37,Richardson_et_al_1994,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Uranoscopiformes,Cheimarrichthyidae,,Freshwater,Freshwater,Terrestrial,NA,ectotherm,Freshwater,NA,37
Chelemys,macronyx,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,1,26.4,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-41.7,-71.8,NA,Bozinovic_&_Rosenmann_1988,2,Chordata,Mammalia,Rodentia,Cricetidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chionactis,occipitalis,NA,38,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,35.7,-116.34,47,Cowles_&_Bogert_1944,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Colubridae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,47
Chionohebe,thomsonii,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,3,-13.1,LT50,,,N,NA,NA,NA,,NA,NA,NA,F,0.083,-44.9,169.1,1520,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Lamiales,Plantaginaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,1520,NA
Chirodica,chalcoptera,20,41.8,ctmax,0.2,SE,Y,NA,NA,,NA,NA,NA,F,0.25,-33.36,18.5,350,Terblanche_et_al_2005,1,20,-0.3,ctmin,0.2,SE,N,NA,NA,NA,,NA,NA,NA,F,0.25,-33.36,18.5,350,Terblanche_et_al_2005,1,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,350,350
Chironectes,minimus,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,3,24.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,8.32,-80.46,NA,McNab_1978,2,Chordata,Mammalia,Didelphimorphia,Didelphidae,,Freshwater,Freshwater,Terrestrial,NA,endotherm,Freshwater,NA,NA
Chironomus,sp.1,8,30,LT100,NA,,N,NA,NA,,NA,NA,NA,,NA,71,-156.5,8,Scholander_et_al_1953,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Diptera,Chironomidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,8
Chlamydotis,undulata,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,7,29,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,30.37,69.34,NA,Tieleman_et_al_2002,2,Chordata,Aves,Gruiformes,Otididae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Choeroniscus,godmani,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,16,32,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,11.47,-70.14,NA,Arends_et_al_1995,1,Chordata,Mammalia,Chiroptera,Phyllostomidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Choloepus,hoffmanni,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,24,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,8.88,-74.53,NA,Montgomery_1978,1,Chordata,Mammalia,Pilosa,Megalonychidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chondrodactylus,angulifer,NA,42.9,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,-25.75,20.73,1219,Stebbins_1961,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Gekkonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1219
Chondrodactylus,bibronii,NA,42.7,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,-25.75,20.73,1219,Stebbins_1961,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Gekkonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1219
Chordeiles,minor,6,39,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,45.16,-84.4,NA,Lasiewski_&_Dawson_1964,1,6,30,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,45.16,-84.4,NA,Lasiewski_&_Dawson_1964,1,Chordata,Aves,Caprimulgiformes,Caprimulgidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chrotopterus,auritus,5,34,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-19.37,-43.53,NA,McNab_1969,2,5,28,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-19.37,-43.53,NA,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Chrysemys,picta,3,42.3,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,46.72,-94.68,NA,Brattstrom_1965,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Archelosauria,Testudines,Emydidae,,NA,NA,NA,NA,ectotherm,NA,NA,NA
Chrysomela,aeneicollis,25,37.2,ctmax,NA,,N,NA,NA,,NA,NA,NA,F,0.8,37.18,-118.28,3200,Neargarder_et_al2003,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,3200
Cicinnurus,magnificus,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,4,20,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Cicinnurus,regius,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,2,20,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Cinclus,mexicanus,NA,34,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,46.88,-114.21,NA,Murrish_1970,2,NA,11.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,46.88,-114.21,NA,Murrish_1970,3,Chordata,Aves,Passeriformes,Cinclidae,1,Freshwater,Freshwater,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Cineraria,saxifraga,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,5,-5.5,LT50,,,N,NA,NA,NA,,NA,NA,NA,F,NA,NA,NA,NA,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Asterales,Asteraceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Cladonia,convoluta,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-21.9,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,44.2,-0.1,NA,Lange_1965,1,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Cladonia,elongata,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-15.4,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,46.8,10.9,2300,Lange_1965,1,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,2300,NA
Cladonia,foliacea,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-26.3,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,49.1,8.3,NA,Lange_1965,1,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Cladonia,furcata,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-16,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,49.1,8.3,NA,Lange_1965,1,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Cladonia,oceanica,NA,37.5,ct50,NA,,N,NA,NA,,NA,NA,NA,,NA,19.4,-155.3,1200,Kappen_&_Smith_1980,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,1200
Cladonia,rangiformis,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-18.7,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,49.1,8.3,NA,Lange_1965,1,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Cladonia,skottsbergi,NA,35.5,ct50,NA,,N,NA,NA,,NA,NA,NA,,NA,19.4,-155.3,1200,Kappen_&_Smith_1980,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Ascomycota,Lecanoromycetes,Lecanorineae,Cladoniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,1200
Cladophora,crispula<ca>,NA,35,LT0,NA,,N,5,40,LT100,NA,NA,5,,NA,17.953043,-67.154763,0,Biebl_1962,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,,NA,NA,NA,NA,plant,NA,NA,0
Clinocottus,globiceps,2000,25.3,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,43.36,-124.21,0,"Morris_1960_in_Brett_1970, Morris_1960",1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Perciformes,Cottidae,,NA,NA,NA,NA,ectotherm,NA,NA,0
Clubiona,diversa,15,41.4,ctmax,0.3,SD,N,NA,NA,,NA,NA,NA,15,0.5,55.4,14.19,3,Almquist_1970,1,91,-10.2,LT50,,,N,NA,NA,NA,,NA,NA,NA,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Clubionidae,,Terrestrial,Terrestrial,Terrestrial,37,ectotherm,Terrestrial,3,3
Clubiona,similis,19,42.2,ctmax,0.5,SD,N,NA,NA,,NA,NA,NA,15,0.5,55.4,14.19,3,Almquist_1970,1,231,-16.9,LT50,,,N,NA,NA,NA,,NA,NA,NA,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Clubionidae,,Terrestrial,Terrestrial,Terrestrial,37,ectotherm,Terrestrial,3,3
Clubiona,trivialis,15,42.1,ctmax,0.3,SD,N,NA,NA,,NA,NA,NA,15,0.5,55.4,14.19,3,Almquist_1970,1,45,-7.4,LT50,,,N,NA,NA,NA,,NA,NA,NA,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Clubionidae,,Terrestrial,Terrestrial,Terrestrial,37,ectotherm,Terrestrial,3,3
Clupea,harengus,20,21.1,LT50,NA,,N,NA,NA,,NA,NA,NA,11,NA,45.09,-66.96,0,"Brawn_1960_in_Brett_1970, Brawn_1960",1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Clupeiformes,Clupeidae,,NA,NA,NA,NA,ectotherm,NA,NA,0
Cnemidophorus,sexlineatus,10,51,ctmax,0.42,SE,N,NA,NA,,NA,NA,NA,25,1,33.96,-96.76,249,Paulissen_1988,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Teiidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,249
Cnemidophorus,tigris,12,45.1,ctmax,0.57,SE,N,NA,NA,,NA,NA,NA,,1,43,-116.2,300,vanBerkum_1988,1,12,10.5,ctmin,0.51,SE,N,NA,NA,NA,,NA,NA,NA,,1,43,-116.2,300,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Teiidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,300,300
Cnemophilus,loriae,3,32,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,3,20,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-6.66,146.99,NA,McNab_2005,1,Chordata,Aves,Passeriformes,Corvidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Cnemophilus,macgregorii,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,3,15,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-5.96,143.07,2100,McNab_2013,1,Chordata,Aves,Passeriformes,Corvidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,2100,NA
Coendou,prehensilis,1,34,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-8.517152,-53.99636,NA,Montgomery_1978,3,1,26,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-8.517152,-53.99636,NA,Montgomery_1978,3,Chordata,Mammalia,Rodentia,Erethizontidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Coereba,flaveola,10,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,F,NA,18.19,-65.45,NA,Merola-Zwartjes_1998,1,10,25,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,F,NA,18.19,-65.45,NA,Merola-Zwartjes_1998,1,Chordata,Aves,Passeriformes,Thraupidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Coleonyx,brevis,2,41.6,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,29.18,-102.96,1671,Huey_et_al_1989a,1,2,8.5,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,29.18,-102.96,1671,Huey_et_al_1989a,1,Chordata,Lepidosauria,Squamata,Eublepharidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,1671,1671
Coleonyx,variegatus,8,43,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,34.12,-115.83,393,Huey_et_al_1989a,1,8,7.6,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,34.12,-115.83,393,Huey_et_al_1989a,1,Chordata,Lepidosauria,Squamata,Eublepharidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,393,393
Colius,colius,6,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,F,NA,-33.07,22.16,NA,McKechnie_&_Lovegrove_2001a,1,6,29,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,F,NA,-33.07,22.16,NA,McKechnie_&_Lovegrove_2001a,1,Chordata,Aves,Coliiformes,Coliidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Colius,striatus,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,12,29,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,F,NA,-29.6,30.37,NA,McKechnie_&_Lovegrove_2001b,1,Chordata,Aves,Coliiformes,Coliidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Collema,auriculatum,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,-0.2,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,48.3,9.4,NA,Lange_1965,2,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Collocalia,esculenta,NA,34,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-5.13,145.48,NA,McNab_&_Bonaccorso_1995,1,NA,31.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-5.13,145.48,NA,McNab_&_Bonaccorso_1995,1,Chordata,Aves,Apodiformes,Apodidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Collocalia,vanikorensis,NA,34,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-5.13,145.48,NA,McNab_&_Bonaccorso_1995,1,NA,30,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-5.13,145.48,NA,McNab_&_Bonaccorso_1995,1,Chordata,Aves,Apodiformes,Apodidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Colobus,guereza,2,28,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-1.17,36.48,NA,Muller_et_al_1983,3,2,5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-1.17,36.48,NA,Muller_et_al_1983,3,Chordata,Mammalia,Primates,Cercopithecidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Colpodes,sp.1,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,10,-5,LT100,,,N,NA,NA,NA,,NA,NA,NA,3,NA,0.6,-71.2,4200,Somme_1986,1,Arthropoda,Insecta,Coleoptera,Carabidae,,Terrestrial,Terrestrial,Terrestrial,34,ectotherm,Terrestrial,4200,NA
Colpodes,sp.2,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,6,-5,LT100,,,N,NA,NA,NA,,NA,NA,NA,3,NA,0.6,-71.2,4200,Somme_1986,1,Arthropoda,Insecta,Coleoptera,Carabidae,,Terrestrial,Terrestrial,Terrestrial,34,ectotherm,Terrestrial,4200,NA
Coluber,constrictor,NA,42.4,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,42.08,-86.2,NA,Brattstrom_1965,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Colubridae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,NA
Coluber,flagellum,3,43.5,LT100,NA,,N,NA,NA,,NA,NA,NA,,NA,34.26,-118.78,NA,Cowles_&_Bogert_1944,3,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Colubridae,,NA,NA,NA,NA,ectotherm,NA,NA,NA
