"range","sensitivity_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","Pelagic_habitat_for_marine_species_","source_logic_for_pelagic_habitat","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","Pelagic_habitat_.for_marine_species.","notes","metric"
"Heteronotia_binoei_IUCN","Te_best","Heteronotia_binoei","IUCN","terrestrial",NA,"cold_over",19.8022117614746,NA,NA,"cold","min","Terrestrial","Adam A","Heteronotia","binoei","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1443783","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Bustard, H. R. (1968). The ecology of the Australian gecko Heteronotia binoei in northern New South Wales. Journal of Zoology, 156(4), 483-497.","no true hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Heteronotia/binoei",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pianka found one plant item in a stomach, Pianka found one plant item in a stomach","ct"
"Heteronotia_binoei_IUCN","elev_x_dormancy","Heteronotia_binoei","IUCN","Terrestrial",NA,"perfect_warm",0,-22.6670889624999,6908491,"warm","min","Terrestrial","Adam A","Heteronotia","binoei","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1443783","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Bustard, H. R. (1968). The ecology of the Australian gecko Heteronotia binoei in northern New South Wales. Journal of Zoology, 156(4), 483-497.","no true hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Heteronotia/binoei",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pianka found one plant item in a stomach, Pianka found one plant item in a stomach","ct"
"Heteronotia_binoei_IUCN","Te_best","Heteronotia_binoei","IUCN","terrestrial",NA,"warm_over",0.854850769043004,NA,NA,"warm","min","Terrestrial","Adam A","Heteronotia","binoei","Gekkonidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","insectivore","http://www.jstor.org/stable/1443783","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","Bustard, H. R. (1968). The ecology of the Australian gecko Heteronotia binoei in northern New South Wales. Journal of Zoology, 156(4), 483-497.","no true hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Gekkonidae/Heteronotia/binoei",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pianka found one plant item in a stomach, Pianka found one plant item in a stomach","ct"
"Lacerta_agilis_IUCN","elev_x_dormancy","Lacerta_agilis","IUCN","Terrestrial",NA,"cold_over",18.9617280960083,50.589335593,10035379,"cold","min","Terrestrial","Miguel R.","Lacerta","agilis","Lacertidae","Animalia","Chordata","Reptilia","Squamata",11.4,"Meiri 2008","max adult SVL","insectivore","Crovetto, F., & Salvidio, S. (2013). Feeding habits of the sand lizard, Lacerta agilis, from North-Western Italian Alps. Journal of Vertebrate Biology, 62(4), 264-268.","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Olsson, M., Gullberg, A., & Tegelström, H. (1997). Determinants of breeding dispersal in the sand lizard, Lacerta agilis,(Reptilia, Squamata). Biological Journal of the Linnean Society, 60(2), 243-256.","slithering","Squamate slithering tetrapod","Yes","Grimm A, Ramírez AMP, Moulherat S, Reynaud J, Henle K (2014) Life-history trait database of European reptile species. Nature Conservation 9: 45-67. https://doi.org/10.3897/natureconservation.9.8908",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Lacerta_agilis_IUCN","Te_best","Lacerta_agilis","IUCN","terrestrial",NA,"cold_over",21.2718453407288,NA,NA,"cold","min","Terrestrial","Miguel R.","Lacerta","agilis","Lacertidae","Animalia","Chordata","Reptilia","Squamata",11.4,"Meiri 2008","max adult SVL","insectivore","Crovetto, F., & Salvidio, S. (2013). Feeding habits of the sand lizard, Lacerta agilis, from North-Western Italian Alps. Journal of Vertebrate Biology, 62(4), 264-268.","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Olsson, M., Gullberg, A., & Tegelström, H. (1997). Determinants of breeding dispersal in the sand lizard, Lacerta agilis,(Reptilia, Squamata). Biological Journal of the Linnean Society, 60(2), 243-256.","slithering","Squamate slithering tetrapod","Yes","Grimm A, Ramírez AMP, Moulherat S, Reynaud J, Henle K (2014) Life-history trait database of European reptile species. Nature Conservation 9: 45-67. https://doi.org/10.3897/natureconservation.9.8908",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Lacerta_agilis_IUCN","elev_x_dormancy","Lacerta_agilis","IUCN","Terrestrial",NA,"warm_under",-16.8116817474365,50.589335593,10035379,"warm","min","Terrestrial","Miguel R.","Lacerta","agilis","Lacertidae","Animalia","Chordata","Reptilia","Squamata",11.4,"Meiri 2008","max adult SVL","insectivore","Crovetto, F., & Salvidio, S. (2013). Feeding habits of the sand lizard, Lacerta agilis, from North-Western Italian Alps. Journal of Vertebrate Biology, 62(4), 264-268.","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Olsson, M., Gullberg, A., & Tegelström, H. (1997). Determinants of breeding dispersal in the sand lizard, Lacerta agilis,(Reptilia, Squamata). Biological Journal of the Linnean Society, 60(2), 243-256.","slithering","Squamate slithering tetrapod","Yes","Grimm A, Ramírez AMP, Moulherat S, Reynaud J, Henle K (2014) Life-history trait database of European reptile species. Nature Conservation 9: 45-67. https://doi.org/10.3897/natureconservation.9.8908",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Lacerta_agilis_IUCN","Te_best","Lacerta_agilis","IUCN","terrestrial",NA,"warm_under",-4.9174385070801,NA,NA,"warm","min","Terrestrial","Miguel R.","Lacerta","agilis","Lacertidae","Animalia","Chordata","Reptilia","Squamata",11.4,"Meiri 2008","max adult SVL","insectivore","Crovetto, F., & Salvidio, S. (2013). Feeding habits of the sand lizard, Lacerta agilis, from North-Western Italian Alps. Journal of Vertebrate Biology, 62(4), 264-268.","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Olsson, M., Gullberg, A., & Tegelström, H. (1997). Determinants of breeding dispersal in the sand lizard, Lacerta agilis,(Reptilia, Squamata). Biological Journal of the Linnean Society, 60(2), 243-256.","slithering","Squamate slithering tetrapod","Yes","Grimm A, Ramírez AMP, Moulherat S, Reynaud J, Henle K (2014) Life-history trait database of European reptile species. Nature Conservation 9: 45-67. https://doi.org/10.3897/natureconservation.9.8908",NA,"No","no info - based on climate",NA,"non-highland specialist","IUCN",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,2500,0,"IUCN",NA,NA,"ct"
"Lampropholis_delicata_IUCN","elev_x_dormancy","Lampropholis_delicata","IUCN","Terrestrial",NA,"cold_over",2.82307231426239,-29.583265889,944506,"cold","min","Terrestrial","Adam A","Lampropholis","delicata","Scincidae","Animalia","Chordata","Reptilia","Squamata",5.1,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","Burgin, S. (1993). Lampropholis: The new laboratory animals. Herpetology in Australia, a Diverse Discipline: Transactions of the Royal Zoological Society of NSW, 279-81.","hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Lampropholis/delicata",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Lampropholis_delicata_IUCN","Te_best","Lampropholis_delicata","IUCN","terrestrial",NA,"cold_over",13.0388875007629,NA,NA,"cold","min","Terrestrial","Adam A","Lampropholis","delicata","Scincidae","Animalia","Chordata","Reptilia","Squamata",5.1,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","Burgin, S. (1993). Lampropholis: The new laboratory animals. Herpetology in Australia, a Diverse Discipline: Transactions of the Royal Zoological Society of NSW, 279-81.","hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Lampropholis/delicata",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Lampropholis_delicata_IUCN","elev_x_dormancy","Lampropholis_delicata","IUCN","Terrestrial",NA,"warm_under",-6.8827400207519,-29.583265889,944506,"warm","min","Terrestrial","Adam A","Lampropholis","delicata","Scincidae","Animalia","Chordata","Reptilia","Squamata",5.1,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","Burgin, S. (1993). Lampropholis: The new laboratory animals. Herpetology in Australia, a Diverse Discipline: Transactions of the Royal Zoological Society of NSW, 279-81.","hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Lampropholis/delicata",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Lampropholis_delicata_IUCN","Te_best","Lampropholis_delicata","IUCN","terrestrial",NA,"warm_under",-3.5045318603516,NA,NA,"warm","min","Terrestrial","Adam A","Lampropholis","delicata","Scincidae","Animalia","Chordata","Reptilia","Squamata",5.1,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","Burgin, S. (1993). Lampropholis: The new laboratory animals. Herpetology in Australia, a Diverse Discipline: Transactions of the Royal Zoological Society of NSW, 279-81.","hibernation","No","no info - based on climate",NA,"non-highland specialist","http://www.arod.com.au/arod/reptilia/Squamata/Scincidae/Lampropholis/delicata",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Lampropholis_guichenoti_IUCN","Te_best","Lampropholis_guichenoti","IUCN","terrestrial",NA,"cold_over",11.2212603092194,NA,NA,"cold","min","Terrestrial","Adam A","Lampropholis","guichenoti","Scincidae","Animalia","Chordata","Reptilia","Squamata",5.2,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","no info - based on congeners",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Lampropholis_guichenoti_IUCN","elev_x_dormancy","Lampropholis_guichenoti","IUCN","Terrestrial",NA,"cold_under",-2.05967116355896,-32.1557114269999,658209,"cold","min","Terrestrial","Adam A","Lampropholis","guichenoti","Scincidae","Animalia","Chordata","Reptilia","Squamata",5.2,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","no info - based on congeners",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Lampropholis_guichenoti_IUCN","elev_x_dormancy","Lampropholis_guichenoti","IUCN","Terrestrial",NA,"warm_under",-10.391860961914,-32.1557114269999,658209,"warm","min","Terrestrial","Adam A","Lampropholis","guichenoti","Scincidae","Animalia","Chordata","Reptilia","Squamata",5.2,"Meiri 2008","max adult SVL","insectivore","guess based on others in family","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Anderson, L., & Burgin, S. (2002). Influence of woodland remnant edges on small skinks (Richmond, New South Wales). Austral Ecology, 27(6), 630-637.","walking","Squamate walking tetrapod","Yes","no info - based on congeners",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
