Family,species,mean annual temeprature,mean body temperature,mean seasonal temperature,activity period,latitudinal centroid,maximum body mass,mean female mass,hatchling mass,basis of female mass estimate,insular endemic?,Activity time,substrate,diet,reproduction,Red List status,Population trend,mean body temperature,body temperatrue references
Scincidae,Bassiana trilineata,16.6,27.2,19.8,oct_apr,-33.0,0.87,0.71,-0.50,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,27.2,"Heatwole and Taylor 1987, Shine 1983"
Scincidae,Bellatorias major,17.3,31.4,20.4,oct_apr,-30.0,3.25,2.77,0.96,female SVL,no,Diurnal,earth,Omnivorous,Viviparous,NE,NE,31.4,Heatwole and Taylor 1987
Scincidae,Carlia fusca,25.4,30.8,25.4,all,-1.0,0.77,0.35,-0.70,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.8,"Brattstrom 1965, Wilhoft 1961"
Scincidae,Carlia longipes,25.1,30.8,25.1,all,-14.0,0.89,0.58,-0.86,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.8,"Greer 1989, Heatwole and Taylor 1987"
Scincidae,Carlia rhomboidalis,22.7,28.9,22.7,all,-19.0,0.64,0.34,-1.00,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.9,"Greer 1989, Heatwole and Taylor 1987, Wilhoft 1961, Brattstrom 1965"
Scincidae,Carlia schmeltzii,22.4,30.8,22.4,all,-21.0,0.81,0.22,-0.56,mean species SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.8,"Wilhoft, 1961 (as Leiolopisma fusca; id fide Whittikar, 1993a-b)"
Scincidae,Carlia vivax,20.9,30.5,20.9,all,-22.0,0.36,0.25,-0.73,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.5,Singh et al. 2002
Scincidae,Chalcides bedriagai,14.0,28.5,17.4,mar_sep,39.0,1.30,0.94,-0.58,female SVL,no,Diurnal,earth,Carnivorous,Viviparous,NT,decreasing,28.5,"Hailey et al. 1987, Hailey and Elliot 1995"
Scincidae,Chalcides guentheri,18.8,29.0,23.4,mar_sep,32.0,1.03,0.67,-0.34,female SVL,no,Diurnal,air,Carnivorous,Viviparous,VU,decreasing,29.0,"Meiri, own data"
Scincidae,Chalcides ocellatus,20.0,32.8,23.5,mar_sep,29.0,2.34,1.70,0.07,female SVL,no,Cathemeral,air,Omnivorous,Viviparous,NE,NE,32.8,"Schleich et al. 1996, Cascio 2010, Hailey and Elliot 1995, Meiri, own data"
Scincidae,Chalcides sepsoides,20.4,26.6,23.1,mar_sep,29.0,0.90,0.80,-0.27,female SVL,no,Cathemeral,earth,Omnivorous,Viviparous,LC,stable,26.6,"Meiri, own data"
Scincidae,Chalcidoseps thwaitesi,23.7,25.3,23.7,all,7.4,1.23,0.87,-0.39,female SVL,yes,Diurnal,earth,Carnivorous,Oviparous,NE,NE,25.3,Meek et al. 2005
Scincidae,Corucia zebrata,25.7,29.9,25.7,all,-8.0,3.09,2.87,1.89,female SVL,yes,Nocturnal,air,Herbivorous,Viviparous,NE,NE,29.9,Mann and Meek 2004
Scincidae,Cryptoblepharus buchananii,21.2,32.6,24.0,oct_apr,-28.7,0.34,0.13,-0.79,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.6,Pianka and Harp 2011
Scincidae,Cryptoblepharus plagiocephalus,22.3,32.6,25.3,oct_apr,-24.0,0.27,0.01,-1.24,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.6,"Huey and Pianka 2007, Pianka 1986"
Scincidae,Ctenotus ariadnae,22.1,36.1,27.6,oct_apr,-25.0,0.71,0.71,-0.40,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.1,"Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus atlas,18.7,35.6,21.4,oct_apr,-30.0,0.83,0.71,-0.31,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.6,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987, Bennett and John-Alder 1986"
Scincidae,Ctenotus brooksi,20.7,30.9,22.5,oct_apr,-27.0,0.54,0.24,-0.67,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.9,"Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus calurus,22.5,36.0,29.4,oct_apr,-24.0,0.36,0.12,-0.56,female SVL,no,Diurnal,earth,Carnivorous,Oviparous,NE,NE,36.0,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus colletti,22.9,36.3,29.0,oct_apr,-24.0,0.21,0.11,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.3,"Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus dux,21.5,32.2,27.4,oct_apr,-25.0,0.73,0.54,NA,mean species SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.2,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus grandis,23.7,34.8,23.7,all,-23.0,1.61,1.21,-0.18,mean species SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,34.8,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus helenae,23.5,33.3,23.5,all,-23.0,1.35,1.03,-0.18,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,33.3,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus leae,20.0,37.9,23.7,oct_apr,-28.0,0.66,0.59,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,37.9,"Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus leonhardii,22.2,38.0,27.2,oct_apr,-25.0,1.00,0.75,-0.40,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,stable,38.0,"Huey and Pianka 2007, Hutchinson 1993, Pianka 1986, Greer 1989, Heatwole and Taylor 1987, "
Scincidae,Ctenotus pantherinus,22.9,33.6,27.4,oct_apr,-24.0,1.66,1.00,-0.18,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,33.6,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus piankai,23.8,36.1,23.8,all,-22.0,0.62,0.46,-0.40,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.1,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus quattuordecimlineatus,23.3,35.9,23.3,all,-23.0,0.85,0.59,-0.40,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.9,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus regius,20.1,36.4,24.5,oct_apr,-28.0,1.07,0.62,-0.40,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,36.4,"Greer 1989, Heatwole and Taylor 1987, Huey and Bennett 1987, Bennett and John-Alder 1986"
Scincidae,Ctenotus robustus,21.1,34.7,21.5,oct_apr,-25.0,1.65,1.31,-0.12,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,34.7,"Greer 1989, Heatwole and Taylor 1987, Bennett and John-Alder 1986, "
Scincidae,Ctenotus schomburgkii,20.8,33.4,24.0,oct_apr,-27.0,0.54,0.12,-0.82,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.4,"Huey and Pianka 2007, Pianka 1986, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Ctenotus taeniolatus,19.4,30.2,21.1,oct_apr,-26.0,1.17,0.82,-0.36,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.2,"Greer 1989, Heatwole and Taylor 1987, Fischer and Lindenmayer 2005"
Scincidae,Cyclodomorphus branchialis,19.7,34.7,23.4,oct_apr,-29.0,1.59,1.21,NA,female SVL,no,Cathemeral,air,Carnivorous,Viviparous,NE,NE,34.7,Pianka 1986
Scincidae,Cyclodomorphus casuarinae,10.5,29.9,12.3,oct_apr,-42.0,2.11,1.63,0.16,female SVL,no,Cathemeral,air,Carnivorous,Viviparous,NE,NE,29.9,"Shea 1995, Heatwole and Taylor 1987"
Scincidae,Cyclodomorphus melanops,21.9,34.8,26.1,oct_apr,-25.0,1.72,1.26,0.07,female SVL,no,Cathemeral,air,Carnivorous,Viviparous,NE,NE,34.8,Pianka 2011
Scincidae,Egernia cunninghami,14.6,31.6,17.8,oct_apr,-34.0,2.62,2.23,0.70,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,31.6,"Greer 1989, Heatwole and Taylor 1987"
Scincidae,Egernia depressa,23.0,34.0,28.7,oct_apr,-25.0,1.55,1.40,0.53,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,34.0,"Huey and Pianka 2007, Pianka 1986"
Scincidae,Egernia stokesii,20.5,32.7,25.0,oct_apr,-28.0,2.35,2.17,0.94,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,32.7,"Greer 1989, Heatwole and Taylor 1987"
Scincidae,Egernia striolata,18.7,31.5,21.7,oct_apr,-28.0,1.58,1.43,0.37,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,31.5,"Greer 1989, Heatwole and Taylor 1987"
Scincidae,Emoia cyanura,26.1,33.6,26.1,all,-8.0,0.73,0.26,-0.82,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.6,"McElroy 2007, Zug 1991"
Scincidae,Emoia nigra,26.0,31.6,26.0,all,-8.0,1.68,1.37,-0.18,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.6,Zug 1991
Scincidae,Emoia trossula,24.3,30.8,24.3,all,-17.0,1.45,1.18,-0.22,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.8,Zug 1991
Scincidae,Eremiascincus fasciolatus,22.4,28.1,26.5,oct_apr,-24.0,1.30,0.81,-0.20,female SVL,no,Nocturnal,earth,Carnivorous,Oviparous,NE,NE,28.1,"Huey and Bennett 1987, Hailey and Elliot 1995"
Scincidae,Eremiascincus richardsonii,21.8,26.2,25.2,oct_apr,-26.0,1.67,1.10,-0.26,female SVL,no,Nocturnal,earth,Carnivorous,Oviparous,NE,NE,26.2,"Pianka 1986, Pianka 2011, Hailey and Elliot 1995"
Scincidae,Eulamprus brachyosoma,22.0,26.6,22.0,all,-21.0,0.95,0.84,-0.24,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,26.6,Schwarzkopf et al. 2010
Scincidae,Eulamprus heatwolei,14.4,29.2,17.8,oct_apr,-34.0,1.33,1.17,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,increasing,29.2,Greer 1989
Scincidae,Eulamprus kosciuskoi,13.0,29.6,16.2,oct_apr,-34.0,1.11,0.81,NA,female SVL,no,Diurnal,water,Carnivorous,Viviparous,NE,NE,29.6,"Greer 1989, Heatwole and Taylor 1987, Huey and Bennett 1987, Bennett and John-Alder 1986, "
Scincidae,Eulamprus quoyii,17.9,29.1,20.4,oct_apr,-29.0,1.67,1.37,0.00,female SVL,no,Diurnal,water,Omnivorous,Viviparous,NE,NE,29.1,"Veron and Heatwole 1970, Heatwole and Taylor 1987, Huey and Bennett 1987"
Scincidae,Eulamprus tenuis,19.1,27.0,21.0,oct_apr,-25.0,1.11,0.96,NA,female SVL,no,Cathemeral,air,Carnivorous,Viviparous,NE,NE,27.0,Heatwole and Taylor 1987
Scincidae,Eulamprus tympanum,12.8,28.8,16.1,oct_apr,-37.0,1.33,1.16,-0.12,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,28.8,"Greer 1989, Heatwole and Taylor 1987, Huey and Bennett 1987, Shine 1983"
Scincidae,Eumeces schneideri,16.3,32.6,21.1,mar_sep,33.0,2.20,1.84,0.57,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,32.6,"Meiri, own data"
Scincidae,Eutropis multifasciata,23.3,32.3,23.3,all,16.0,1.80,1.30,-0.02,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,32.3,"Brattstrom 1965, Inger 1959, Brooks 1968, Alcala 1966"
Scincidae,Eutropis rudis,25.6,32.8,25.6,all,3.0,1.59,1.03,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.8,"Inger 1959, Brooks 1968, Alcala 1966, Brattstrom 1965"
Scincidae,Gnypetoscincus queenslandiae,22.5,32.7,22.5,all,-17.0,1.11,0.83,-0.36,female SVL,no,Cathemeral,earth,Carnivorous,Viviparous,NE,NE,32.7,Heatwole and Taylor 1987
Scincidae,Hemiergis decresiensis,15.7,22.6,18.6,oct_apr,-33.0,0.48,0.27,NA,female SVL,no,Diurnal,earth,Carnivorous,Viviparous,LC,unknown,22.6,"Greer 1989, Heatwole and Taylor 1987, Huey and Bennett 1987, Fischer and Lindenmayer 2005, Bennett and John-Alder 1986, Hailey and Elliot 1995"
Scincidae,Hemiergis peronii,16.8,25.0,19.8,oct_apr,-33.0,0.48,0.23,-0.71,female SVL,no,Nocturnal,earth,Carnivorous,Viviparous,NE,NE,25.0,"Greer 1989, Heatwole and Taylor 1987, Huey and Bennett 1987, Bennett and John-Alder 1986, Hailey and Elliot 1995"
Scincidae,Insulasaurus arborens,26.5,22.9,26.5,all,10.8,0.76,0.49,-0.78,female SVL,yes,Diurnal,air,NA,Oviparous,DD,unknown,22.9,Alcala and Brown 1966
Scincidae,Lamprolepis smaragdina,25.3,30.3,25.3,all,-4.0,1.54,1.17,-0.08,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,30.3,Alcala 1966
Scincidae,Lampropholis delicata,17.7,26.1,19.0,oct_apr,-29.0,0.49,0.05,-1.11,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,26.1,"Heatwole and Taylor 1987, Fischer and Lindenmayer 2005"
Scincidae,Lampropholis guichenoti,14.6,30.3,17.6,oct_apr,-34.0,0.42,0.06,-1.00,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.3,"Greer 1989,Fischer and Lindenmayer 2005, Michael et al. 2011, Shine 1983"
Scincidae,Lankascincus fallax,22.9,22.5,22.9,all,7.7,0.49,0.01,-1.05,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,22.5,Meek et al. 2005
Scincidae,Lerista bipes,24.3,31.2,24.3,all,-22.0,0.31,0.05,-0.71,female SVL,no,Nocturnal,earth,Carnivorous,Oviparous,NE,NE,31.2,"Pianka 1986, Hailey and Elliot 1995"
Scincidae,Lerista bougainvillii,14.2,29.8,17.2,oct_apr,-36.0,0.91,0.56,-0.61,female SVL,no,Cathemeral,earth,Carnivorous,Oviparous,NE,NE,29.8,"Heatwole and Taylor 1987, Hailey and Elliot 1995"
Scincidae,Lerista punctatovittata,18.5,30.4,22.3,oct_apr,-30.0,0.79,0.68,-0.27,female SVL,no,Cathemeral,earth,Carnivorous,Oviparous,NE,NE,30.4,Henle 1989
Scincidae,Lerista xanthura,21.0,27.7,26.9,oct_apr,-27.0,0.15,-0.01,-0.75,female SVL,no,Cathemeral,earth,Carnivorous,Oviparous,NE,NE,27.7,Henle 1989
Scincidae,Liopholis inornata,20.5,30.1,23.6,oct_apr,-28.0,1.11,0.87,-0.20,female SVL,no,Cathemeral,earth,Omnivorous,Viviparous,LC,stable,30.1,Pianka 1986
Scincidae,Liopholis kintorei,23.4,25.2,29.5,oct_apr,-24.0,2.31,2.24,0.93,female SVL,no,Nocturnal,earth,Herbivorous,Viviparous,VU,NA,25.2,"Greer 1989, Heatwole and Taylor 1987"
Scincidae,Liopholis modesta,17.3,27.7,20.6,oct_apr,-29.0,1.49,1.35,0.12,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,27.7,Greer 1989
Scincidae,Liopholis multiscutata,16.8,33.5,20.1,oct_apr,-33.0,1.28,1.05,-0.18,female SVL,no,Diurnal,earth,Carnivorous,Viviparous,NE,NE,33.5,Heatwole and Taylor 1987
Scincidae,Liopholis slateri,20.9,33.5,25.4,oct_apr,-25.0,1.29,1.11,NA,mean species SVL,no,Cathemeral,earth,Carnivorous,Viviparous,NE,NE,33.5,Heatwole and Taylor 1987
Scincidae,Liopholis striata,22.7,30.4,29.1,oct_apr,-24.0,1.49,1.13,0.08,female SVL,no,Cathemeral,earth,Carnivorous,Viviparous,LC,stable,30.4,"Huey and Pianka 2007, Pianka 1986"
Scincidae,Liopholis whitii,15.5,33.0,18.1,oct_apr,-34.0,1.50,1.15,0.05,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,unknown,33.0,"Greer 1989, Heatwole and Taylor 1987, Huey and Bennett 1987, Fischer and Lindenmayer 2005, Bennett and John-Alder 1986"
Scincidae,Lobulia stellaris,20.1,24.7,20.1,all,-5.0,0.71,0.59,-0.50,female SVL,yes,Diurnal,air,NA,Viviparous,NE,NE,24.7,Greer et al. 2005
Scincidae,Lobulia subalpina,17.6,34.2,17.6,all,-8.0,0.95,0.70,-0.36,female SVL,yes,Diurnal,air,NA,Viviparous,NE,NE,34.2,Greer et al. 2005
Scincidae,Lygisaurus foliorum,19.2,31.1,21.7,oct_apr,-26.0,0.15,-0.16,-1.33,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.1,Singh et al. 2002
Scincidae,Lygosoma sundevalli,22.2,32.7,22.2,all,-13.0,1.80,1.23,-0.67,female SVL,no,Diurnal,earth,Carnivorous,Oviparous,LC,stable,32.7,Bowker 1984 
Scincidae,Mabuya agilis,22.2,33.0,22.2,all,-20.1,1.28,0.80,-0.26,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,33.0,Rocha et al. 2009
Scincidae,Mabuya bistriata,25.8,32.9,25.8,all,-4.0,1.45,1.23,-0.11,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,unknown,32.9,Vitt and Blackburn 1991
Scincidae,Mabuya dorsivittata,19.2,32.9,19.2,all,-19.0,1.19,0.83,NA,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,32.9,"Guarino Colli, own data"
Scincidae,Mabuya frenata,23.6,31.7,23.6,all,-15.0,1.20,0.89,-0.56,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,31.7,Rocha et al. 2009
Scincidae,Mabuya guaporicola,23.9,33.4,23.9,all,-15.0,1.30,0.67,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,33.4,Mesquita et al. 2000
Scincidae,Mabuya heathi,24.2,34.6,24.2,all,-8.3,1.22,0.89,-0.28,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,34.6,Vitt 1995
Scincidae,Mabuya mabouya,25.2,34.2,25.2,all,5.0,1.54,1.12,-0.16,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,34.2,"Henderson and Powell 2009, Fitch 1968"
Scincidae,Mabuya macrorhyncha,22.6,31.9,22.6,all,-16.7,1.11,0.80,-0.33,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,31.9,Rocha et al. 2009
Scincidae,Mabuya nigropunctata,22.6,33.3,22.6,all,-7.0,1.50,1.12,-0.02,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,33.3,"Mesquita et al. 2006, Vitt and Zani 1996, Rocha et al. 2009"
Scincidae,Mabuya sloanii,25.8,33.1,25.8,all,19.0,1.32,1.17,NA,female SVL,yes,Diurnal,air,Omnivorous,Viviparous,NE,NE,33.1,Brooks 1968
Scincidae,Menetia greyii,21.5,33.0,24.0,oct_apr,-25.0,0.05,-0.27,-1.42,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.0,Pianka 1986
Scincidae,Morethia boulengeri,21.0,31.5,22.8,oct_apr,-25.0,0.54,0.28,-1.03,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,31.5,Henle 1989
Scincidae,Morethia butleri,19.4,33.6,22.0,oct_apr,-29.0,0.54,0.39,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.6,"Pianka 1986, Pianka 2011"
Scincidae,Nannoscincus maccoyi,12.6,17.8,15.1,oct_apr,-37.0,0.59,0.39,-0.70,female SVL,no,Cathemeral,earth,Carnivorous,Oviparous,NE,NE,17.8,"Michael and Lindenmayer 2010, Hutchinson 1993, Greer 1989, Fischer and Lindenmayer 2005, Shine 1983"
Scincidae,Niveoscincus coventryi,12.5,27.0,16.0,oct_apr,-36.0,0.47,0.15,-1.10,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,27.0,"Greer 1989, Shine 1983"
Scincidae,Niveoscincus greeni,8.6,27.4,11.0,oct_apr,-42.0,0.93,0.71,-0.33,female SVL,yes,Diurnal,air,Carnivorous,Viviparous,NE,NE,27.4,"Greer 1989, Greer 1982"
Scincidae,Niveoscincus metallicus,11.0,32.2,13.2,oct_apr,-41.0,0.85,0.43,-0.84,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,32.2,Heatwole and Taylor 1987
Scincidae,Niveoscincus pretiosus,10.1,28.2,12.2,oct_apr,-42.0,0.83,0.42,-0.67,female SVL,yes,Diurnal,air,Carnivorous,Viviparous,NE,NE,28.2,"Greer 1989, Heatwole and Taylor 1987, Greer 1982"
Scincidae,Oligosoma grande,8.0,23.6,12.3,nov_mar,-45.0,1.57,1.26,0.12,female SVL,yes,Diurnal,air,Omnivorous,Viviparous,VU,NA,23.6,Cree 1994
Scincidae,Oligosoma lichenigera,18.8,25.9,20.5,oct_apr,-32.0,1.02,0.66,NA,female SVL,yes,Cathemeral,air,Carnivorous,Oviparous,VU,NA,25.9,Greer 1989
Scincidae,Oligosoma maccanni,7.8,28.9,14.8,oct_apr,-44.7,0.93,0.65,-0.55,female SVL,yes,Diurnal,air,Omnivorous,Viviparous,NE,NE,28.9,Cree and Hare 2010
Scincidae,Oligosoma otagense,8.5,25.9,12.6,nov_mar,-45.0,1.73,1.53,0.15,female SVL,yes,Diurnal,air,Omnivorous,Viviparous,EN,decreasing,25.9,"Connolly and Cree 2008, Cree 1994"
Scincidae,Oligosoma suteri,15.3,15.0,17.5,oct_apr,-36.0,1.66,1.12,-0.10,female SVL,yes,Nocturnal,air,Carnivorous,Oviparous,LC,increasing,15.0,Towns 1975
Scincidae,Oligosoma zelandicum,12.0,25.2,14.4,oct_apr,-40.0,0.89,0.52,-0.56,female SVL,yes,Diurnal,air,Carnivorous,Viviparous,LC,stable,25.2,Morris 1974
Scincidae,Ophiomorus latastii,17.8,20.9,22.7,mar_sep,32.0,0.44,0.36,NA,mean species SVL,no,Cathemeral,earth,Carnivorous,Viviparous,DD,unknown,20.9,"Meiri, own data"
Scincidae,Ophiomorus punctatissimus,15.5,29.8,18.9,mar_sep,38.0,0.39,0.23,-0.57,female SVL,no,Diurnal,earth,Carnivorous,Oviparous,LC,unknown,29.8,"Panayiotis Pafilis, own data"
Scincidae,Ophiomorus streeti,22.6,29.0,27.3,mar_sep,28.0,0.84,0.64,NA,mean species SVL,no,Nocturnal,earth,Carnivorous,Viviparous,LC,stable,29.0,Rathor 1970
Scincidae,Panaspis wahlbergi,22.0,33.0,22.0,all,-9.0,0.71,0.16,-1.32,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.0,Bowker 1984 
Scincidae,Papuascincus stanleyanus,19.8,29.0,19.8,all,-6.0,0.62,0.47,-0.67,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.0,Allison 1982
Scincidae,Pinoyscincus jagori,25.7,23.1,25.7,all,12.0,1.47,0.93,-0.46,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,LC,stable,23.1,Alcala and Brown 1966
Scincidae,Plestiodon anthracinus,14.4,30.0,19.7,mar_sep,35.0,0.83,0.64,-0.92,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,30.0,"Brattstrom 1965, Youssef et al. 2008"
Scincidae,Plestiodon copei,13.7,28.7,13.7,all,19.0,0.91,0.78,-0.63,female SVL,no,Diurnal,air,NA,Viviparous,LC,stable,28.7,Lemos-Espinal et al. 1997
Scincidae,Plestiodon egregius,20.0,30.4,23.8,mar_sep,31.0,0.22,-0.12,-0.88,female SVL,no,Diurnal,earth,Carnivorous,Oviparous,LC,decreasing,30.4,"Mount 1961, Youssef et al. 2008, Hailey and Elliot 1995"
Scincidae,Plestiodon elegans,16.2,31.0,20.3,mar_sep,27.0,1.40,0.93,-0.56,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.0,Youssef et al. 2008
Scincidae,Plestiodon fasciatus,14.1,32.3,20.1,mar_sep,37.0,1.12,0.79,-0.64,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,32.3,"Fitch 1956, Mount 1961, Youssef et al. 2008, Werner and Whitaker 1978, Brattstrom 1965"
Scincidae,Plestiodon gilberti,14.4,29.2,17.7,mar_sep,36.0,1.55,1.11,-0.24,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,29.2,"Brattstrom 1965, Youssef et al. 2008"
Scincidae,Plestiodon inexpectatus,17.2,33.2,21.6,mar_sep,33.0,1.17,0.85,-0.79,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,33.2,"Youssef et al. 2008, Brattstrom 1965"
Scincidae,Plestiodon laticeps,15.6,31.5,20.7,mar_sep,35.0,1.83,1.32,-0.39,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,31.5,Sinervo et al. 2010
Scincidae,Plestiodon latiscutatus,1.4,29.8,10.1,apr_aug,46.0,1.28,0.83,-0.56,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.8,Borkin et al. 2004 in Sinervo et al. 2010
Scincidae,Plestiodon obsoletus,15.4,33.0,20.7,mar_sep,33.0,1.83,1.55,-0.04,female SVL,no,Diurnal,earth,Carnivorous,Oviparous,LC,stable,33.0,"Fitch 1956, Mount 1961, Youssef et al. 2008, Degenhardt et al. 1996, Fitch 1955, Brattstrom 1965"
Scincidae,Plestiodon septentrionalis,12.6,29.2,20.3,mar_sep,39.0,1.19,0.88,-0.68,female SVL,no,Nocturnal,earth,Carnivorous,Oviparous,LC,stable,29.2,"Fitch 1956, Brattstrom 1965"
Scincidae,Plestiodon skiltonianus,8.9,27.6,14.1,mar_sep,42.0,1.12,0.70,-0.61,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,27.6,"Youssef et al. 2008, Cunningham 1966, Brattstrom 1965 "
Scincidae,Plestiodon tetragrammus,19.9,28.0,25.0,mar_sep,29.0,0.95,0.67,-0.73,mean species SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,28.0,Brattstrom 1965
Scincidae,Pseudemoia entrecasteauxii,12.9,31.9,16.1,oct_apr,-37.0,0.73,0.44,-0.70,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,31.9,"Greer 1989, Shine 1983"
Scincidae,Pseudemoia spenceri,12.2,31.8,15.6,oct_apr,-37.0,0.73,0.54,-0.62,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,31.8,"Greer 1989, Heatwole and Taylor 1987: 31 in lab gradient, Fischer and Lindenmayer 2005, Shine 1983"
Scincidae,Saiphos equalis,16.1,18.0,19.4,oct_apr,-31.0,0.65,0.42,-0.84,female SVL,no,Nocturnal,earth,Carnivorous,Viviparous,NE,NE,18.0,Wu et al. 2009
