Genus,Species,Tmax,max_metric,max_interval_after_LT0,Tmax_2,max_metric_2,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,tmin,min_metric,min_interval_after_LT0,tmin_2,min_metric_2,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ,species_full,Genus_old,Species_old,species_full_old,Realm,Realm.1,Realm.2,Entry number
Cladophora,rupestris,28,LT0,2,30,LT100,2,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,,Cladophora_rupestris,Cladophora,rupestris,Cladophora_rupestris,Intertidal,Marine,Marine,1
Cladophoropsis,membranacea,35,LT0,5,40,LT100,5,,,17.953043,-67.154763,0,Biebl_1962,1,1,,11,-10,LT100,11,,,17.953043,-67.154763,0,Biebl_1962,1,Chlorophyta,Ulvophyceae,Cladophorales,Siphonocladaceae,,Cladophoropsis_membranacea,Cladophoropsis,membranacea,Cladophoropsis_membranacea,Intertidal,Marine,Marine,1
Cladostephus,spongiosus,28,LT0,2,30,LT100,2,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Sphacelariales,Cladostephaceae,,Cladostephus_spongiosus,Cladostephus,spongiosus,Cladostephus_spongiosus,Intertidal,Marine,Marine,1
Clibanarius,antillensis,40,LT100,,,,,,,9.5,-78,0,Scholander_et_al1953,2,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Diogenidae,,Clibanarius_antillensis,Clibanarius,antillensis,Clibanarius_antillensis,Intertidal,Marine,Marine,1
Clubiona,diversa,41.4,ctmax,,,,,15,0.5,55.4,14.19,3,Almquist_1970,1,-10.2,LT50,,,,,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Clubionidae,,Clubiona_diversa,Clubiona,diversa,Clubiona_diversa,Terrestrial,Terrestrial,Terrestrial,1
Clubiona,similis,42,ctmax,,,,,15,0.5,55.4,14.19,3,Almquist_1970,1,-16.9,LT50,,,,,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Clubionidae,,Clubiona_similis,Clubiona,similis,Clubiona_similis,Terrestrial,Terrestrial,Terrestrial,1
Clubiona,trivialis,42.1,ctmax,,,,,15,0.5,55.4,14.19,3,Almquist_1970,1,-7.4,LT50,,,,,4,0.02,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Clubionidae,,Clubiona_trivialis,Clubiona,trivialis,Clubiona_trivialis,Terrestrial,Terrestrial,Terrestrial,1
Clupea,herengus,23.5,LT50,,,,,11,,57,-2,0,Blaxter1960_in_Brett_1970,1,-1.8,LT50,,,,,15,,57,-2,0,Blaxter1960_in_Brett_1970,1,Chordata,Actinopteri,Clupeiformes,Clupeidae,,Clupea_herengus,Clupea,herengus,Clupea_herengus,Marine,Marine,Marine,1
Cnemidocarpa,bicornuta,29,ctmax,,,,,26,0.017,-45.4,167.1,0,Morley_et_al_2014,1,,,,,,,,,,,,,,Chordata,Ascidiacea,Stolidobranchia,Styelidae,,Cnemidocarpa_bicornuta,Cnemidocarpa,bicornuta,Cnemidocarpa_bicornuta,Marine,Marine,Marine,1
Cnemidophorus,sexlineatus,51,ctmax,,,,,25,1,33.96,-96.76,249,Paulissen_1988,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Teiidae,,Cnemidophorus_sexlineatus,Cnemidophorus,sexlineatus,Cnemidophorus_sexlineatus,Terrestrial,Terrestrial,Terrestrial,1
Cnemidophorus,tigris,45.1,ctmax,,,,,,1,43,-116.2,300,vanBerkum_1988,1,10.5,ctmin,,,,,,1,43,-116.2,300,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Teiidae,,Cnemidophorus_tigris,Cnemidophorus,tigris,Cnemidophorus_tigris,Terrestrial,Terrestrial,Terrestrial,1
Cnemophilus,loriae,32,UTNZ,,,,,,,-6.66,146.99,,McNab_2005,1,20,LTNZ,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Corvidae,2,Cnemophilus_loriae,Cnemophilus,loriae,Cnemophilus_loriae,Terrestrial,Terrestrial,Terrestrial,1
Cnemophilus,macgregorii,,,,,,,,,,,,,,15,LTNZ,,,,,,,-5.96,143.07,2100,McNab_2013,1,Chordata,Aves,Passeriformes,Corvidae,,Cnemophilus_macgregorii,Cnemophilus,macgregorii,Cnemophilus_macgregorii,Terrestrial,Terrestrial,Terrestrial,1
Codium,fragile,29,LT0,2,33,LT100,,,,54.19261,7.86732,0,Lüning_1984,1,,,,,,,,,,,,,,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,,Codium_fragile,Codium,fragile,Codium_fragile,Intertidal,Marine,Marine,1
Coendou,prehensilis,34,UTNZ,,,,,,,-8.517152,-53.99636,,Montgomery_1978,3,26,LTNZ,,,,,,,-8.517152,-53.99636,,Montgomery_1978,3,Chordata,Mammalia,Rodentia,Erethizontidae,2,Coendou_prehensilis,Coendou,prehensilis,Coendou_prehensilis,Terrestrial,Terrestrial,Terrestrial,1
Coereba,flaveola,35,UTNZ,,,,,F,,18.19,-65.45,,Merola-Zwartjes_1998,1,25,LTNZ,,,,,F,,18.19,-65.45,,Merola-Zwartjes_1998,1,Chordata,Aves,Passeriformes,Thraupidae,2,Coereba_flaveola,Coereba,flaveola,Coereba_flaveola,Terrestrial,Terrestrial,Terrestrial,1
Coleonyx,brevis,41.6,ctmax,,,,,,,29.18,-102.96,1671,Huey_et_al_1989a,1,8.5,ctmin,,,,,,,29.18,-102.96,1671,Huey_et_al_1989a,1,Chordata,Lepidosauria,Squamata,Eublepharidae,,Coleonyx_brevis,Coleonyx,brevis,Coleonyx_brevis,Terrestrial,Terrestrial,Terrestrial,1
Coleonyx,variegatus,43,ctmax,,,,,,,34.12,-115.83,393,Huey_et_al_1989a,1,7.6,ctmin,,,,,,,34.12,-115.83,393,Huey_et_al_1989a,1,Chordata,Lepidosauria,Squamata,Eublepharidae,,Coleonyx_variegatus,Coleonyx,variegatus,Coleonyx_variegatus,Terrestrial,Terrestrial,Terrestrial,1
Colius,colius,35,UTNZ,,,,,F,,-33.07,22.16,,McKechnie_&_Lovegrove_2001a,1,29,LTNZ,,,,,F,,-33.07,22.16,,McKechnie_&_Lovegrove_2001a,1,Chordata,Aves,Coliiformes,Coliidae,2,Colius_colius,Colius,colius,Colius_colius,Terrestrial,Terrestrial,Terrestrial,1
Colius,striatus,,,,,,,,,,,,,,29,LTNZ,,,,,F,,-29.6,30.37,,McKechnie_&_Lovegrove_2001b,1,Chordata,Aves,Coliiformes,Coliidae,,Colius_striatus,Colius,striatus,Colius_striatus,Terrestrial,Terrestrial,Terrestrial,1
Collema,auriculatum,,,,,,,,,,,,,,-0.2,ctmin,,,,,,,48.3,9.4,,Lange_1965,2,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,,Collema_auriculatum,Collema,auriculatum,Collema_auriculatum,Terrestrial,Terrestrial,Terrestrial,1
Collocalia,esculenta,34,UTNZ,,,,,,,-5.13,145.48,,McNab_&_Bonaccorso_1995,1,31.5,LTNZ,,,,,,,-5.13,145.48,,McNab_&_Bonaccorso_1995,1,Chordata,Aves,Apodiformes,Apodidae,1,Collocalia_esculenta,Collocalia,esculenta,Collocalia_esculenta,Terrestrial,Terrestrial,Terrestrial,1
Collocalia,vanikorensis,34,UTNZ,,,,,,,-5.13,145.48,,McNab_&_Bonaccorso_1995,1,30,LTNZ,,,,,,,-5.13,145.48,,McNab_&_Bonaccorso_1995,1,Chordata,Aves,Apodiformes,Apodidae,1,Collocalia_vanikorensis,Collocalia,vanikorensis,Collocalia_vanikorensis,Terrestrial,Terrestrial,Terrestrial,1
Colobus,guereza,28,UTNZ,,,,,,,-1.17,36.48,,Muller_et_al_1983,3,5,LTNZ,,,,,,,-1.17,36.48,,Muller_et_al_1983,3,Chordata,Mammalia,Primates,Cercopithecidae,1,Colobus_guereza,Colobus,guereza,Colobus_guereza,Terrestrial,Terrestrial,Terrestrial,1
Colpodes,sp.1,,,,,,,,,,,,,,-5,LT100,,,,,3,,0.6,-71.2,4200,Somme_1986,1,Arthropoda,Insecta,Coleoptera,Carabidae,,Colpodes_sp.1,Colpodes,sp1,Colpodes_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Colpodes,sp.2,,,,,,,,,,,,,,-5,LT100,,,,,3,,0.6,-71.2,4200,Somme_1986,1,Arthropoda,Insecta,Coleoptera,Carabidae,,Colpodes_sp.2,Colpodes,sp2,Colpodes_sp.2,Terrestrial,Terrestrial,Terrestrial,1
Colpomenia,peregrina,29,LT0,1,31,LT100,1,15,,40.631983,22.932378,0,Orfanidis_1993,1,3,LT0,1,2,LT100,1,15,,40.631983,22.932378,0,Orfanidis_1993,1,Phaeophyceae,Phaeophyceae,Ectocarpales,Scytosiphonaceae,,Colpomenia_peregrina,Colpomenia,peregrina,Colpomenia_peregrina,Intertidal,Marine,Marine,1
Coluber,constrictor,42.4,ctmax,,,,,,,42.08,-86.2,250,Brattstrom_1965,3,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Colubridae,,Coluber_constrictor,Coluber,constrictor,Coluber_constrictor,Terrestrial,Terrestrial,Terrestrial,1
Columba,vitiensis,34,UTNZ,,,,,,,-6.66,146.99,,McNab_2000ba,1,22,LTNZ,,,,,,,-6.66,146.99,,McNab_2000ba,1,Chordata,Aves,Columbiformes,Columbidae,2,Columba_vitiensis,Columba,vitiensis,Columba_vitiensis,Terrestrial,Terrestrial,Terrestrial,1
Columbina,inca,35,UTNZ,,,,,,,32.13,-110.55,,MacMillen_&_Trost_1967,1,32,LTNZ,,,,,,,32.13,-110.55,,MacMillen_&_Trost_1967,1,Chordata,Aves,Columbiformes,Columbidae,2,Columbina_inca,Columbina,inca,Columbina_inca,Terrestrial,Terrestrial,Terrestrial,1
Colutea,arborescens,42,ct50,,,,,,0.5,40.3,-3.7,600,Godoy_et_al_2011,,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Fabales,Fabaceae,,Colutea_arborescens,Colutea,arborescens,Colutea_arborescens,Terrestrial,Terrestrial,Terrestrial,1
Condylura,cristata,,,,,,,,,,,,,1,24.5,LTNZ,,,,,20,,49.06,-95.59,,Campbell_et_al_1999,1,Chordata,Mammalia,Insectivora,Talpidae,,Condylura_cristata,Condylura,cristata,Condylura_cristata,Terrestrial,Terrestrial,Terrestrial,1
Conocephalus,saltator,50,LT100,,,,,,,9.2,-79.8,35,Scholander_et_al1953,2,,,,,,,,,,,,,,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,Conocephalus_saltator,Conocephalus,saltator,Conocephalus_saltator,Terrestrial,Terrestrial,Terrestrial,1
Constantinea,subulifera,23,LT0,2,25,LT100,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,,Constantinea_subulifera,Constantinea,subulifera,Constantinea_subulifera,Intertidal,Marine,Marine,1
Cookia,sulcata,32.7,ctmax,,,,,26,0.017,-45.8,170.6,0,Morley_et_al_2014,1,,,,,,,,,,,,,,Mollusca,Gastropoda,Vetigastropoda,Turbinidae,,Cookia_sulcata,Cookia,sulcata,Cookia_sulcata,Marine,Marine,Marine,1
Cophixalis,ornatus,33.3,ctmax,,,,,30,1,-17.82,146,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,,Cophixalis_ornatus,Cophixalis,ornatus,Cophixalis_ornatus,Terrestrial,Terrestrial,Terrestrial,1
Cophixalus,aenigma,28.09,ctmax,,,,,F,1,-16.4,145.2,35,Storlie_et_al_2005,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,,Cophixalus_aenigma,Cophixalus,aenigma,Cophixalus_aenigma,Terrestrial,Terrestrial,Terrestrial,1
Cophixalus,bombiens,32.04,ctmax,,,,,F,,-16.24,144.97,1000,Storlie_et_al_2005,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,,Cophixalus_bombiens,Cophixalus,bombiens,Cophixalus_bombiens,Terrestrial,Terrestrial,Terrestrial,1
Cophixalus,exiguus,35.93,ctmax,,,,,F,,-15.71,145.27,280,Storlie_et_al_2005,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,,Cophixalus_exiguus,Cophixalus,exiguus,Cophixalus_exiguus,Terrestrial,Terrestrial,Terrestrial,1
Cophixalus,hosmeri,31.73,ctmax,,,,,F,,-16.43,145.2,1235,Storlie_et_al_2005,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,,Cophixalus_hosmeri,Cophixalus,hosmeri,Cophixalus_hosmeri,Terrestrial,Terrestrial,Terrestrial,1
Cophixalus,infacetus,35.08,ctmax,,,,,F,,-17.7,145.52,1000,Storlie_et_al_2005,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,,Cophixalus_infacetus,Cophixalus,infacetus,Cophixalus_infacetus,Terrestrial,Terrestrial,Terrestrial,1
Cophixalus,mcdonaldi,32.77,ctmax,,,,,F,,-19.49,146.97,45,Storlie_et_al_2005,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,,Cophixalus_mcdonaldi,Cophixalus,mcdonaldi,Cophixalus_mcdonaldi,Terrestrial,Terrestrial,Terrestrial,1
Cophixalus,neglectus,30.7,ctmax,,,,,F,,-17.4,145.78,85,Storlie_et_al_2005,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Microhylidae,,Cophixalus_neglectus,Cophixalus,neglectus,Cophixalus_neglectus,Terrestrial,Terrestrial,Terrestrial,1
Cophosaurus,texanus,44.4,ctmax,,,,,F,1.5,29.21,-102.89,548,Bashey_&_Dunham_1997,1,15.4,ctmin,,,,,F,1,29.21,-102.89,548,Bashey_&_Dunham_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Cophosaurus_texanus,Cophosaurus,texanus,Cophosaurus_texanus,Terrestrial,Terrestrial,Terrestrial,1
Coprosma,lucida,,,,,,,,,,,,,,-7,LT50,,,,,F,,-45.9,170.5,70,Bannister_&_Lord_2010,1,Streptophyta,Spermatophyta,Gentianales,Rubiaceae,,Coprosma_lucida,Coprosma,lucida,Coprosma_lucida,Terrestrial,Terrestrial,Terrestrial,1
Coprosma,perpusilla,,,,,,,,,,,,,,-9.3,LT50,,,,,F,0.083,-45.4,170.1,1240,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Gentianales,Rubiaceae,,Coprosma_perpusilla,Coprosma,perpusilla,Coprosma_perpusilla,Terrestrial,Terrestrial,Terrestrial,1
Coprosma,repens,,,,,,,,,,,,,,-5,LT50,,,,,F,,-45.9,170.5,70,Bannister_&_Lord_2010,1,Streptophyta,Spermatophyta,Gentianales,Rubiaceae,,Coprosma_repens,Coprosma,repens,Coprosma_repens,Terrestrial,Terrestrial,Terrestrial,1
Coptotermes,formosanus,45.6,ctmax,,,,,,1,39.39,-85.48,200,Hu_&_Appel_2004,1,8.2,ctmin,,,,,,1,39.39,-85.48,200,Hu_&_Appel_2004,1,Arthropoda,Insecta,Isoptera,Rhinotermitidae,,Coptotermes_formosanus,Coptotermes,formosanus,Coptotermes_formosanus,Terrestrial,Terrestrial,Terrestrial,1
Cora,pavonia,,,,,,,,,,,,,,-1.2,ctmin,,,,,,,-26.7,-65.7,1400,Lange_1965,2,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,Cora_pavonia,Cora,pavonia,Cora_pavonia,Terrestrial,Terrestrial,Terrestrial,1
Corallina,officinalis,27.4,LT0,2,30,LT100,2,,,54.19261,7.86732,0,Lüning_1984,1,-9.5,LT50,,,,,,,-45.95,170.333333,0,Frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,,Corallina_officinalis,Corallina,officinalis,Corallina_officinalis,Intertidal,Marine,Marine,1
Corbula,sp.1,37.72,LT50,,,,,,,-17,122,0,Compton_et_al2007,1,5.5,LT50,,,,,,,-17,122,0,Compton_et_al2007,1,Mollusca,Bivalvia,Myoida,Corbulidae,,Corbula_sp.1,Corbula,sp,Corbula_sp.1,Intertidal,Marine,Marine,1
Cordylus,cordylus,41.6,ctmax,,,,,27,1,-33.77,18.78,289,Clusella-Trullas_et_al_2009,1,7.5,ctmin,,,,,27,1,-33.77,18.78,289,Clusella-Trullas_et_al_2009,1,Chordata,Lepidosauria,Squamata,Cordylidae,,Cordylus_cordylus,Cordylus,cordylus,Cordylus_cordylus,Terrestrial,Terrestrial,Terrestrial,1
Cordylus,niger,41,ctmax,,,,,27,1,-32.98,17.87,5,Clusella-Trullas_et_al_2009,1,7.4,ctmin,,,,,27,1,-32.98,17.87,5,Clusella-Trullas_et_al_2009,1,Chordata,Lepidosauria,Squamata,Cordylidae,,Cordylus_niger,Cordylus,niger,Cordylus_niger,Terrestrial,Terrestrial,Terrestrial,1
Cordylus,oelofseni,40.8,ctmax,,,,,27,1,-34.03,19,1080,Clusella-Trullas_et_al_2009,1,6.3,ctmin,,,,,27,1,-34.03,19,1080,Clusella-Trullas_et_al_2009,1,Chordata,Lepidosauria,Squamata,Cordylidae,,Cordylus_oelofseni,Cordylus,oelofseni,Cordylus_oelofseni,Terrestrial,Terrestrial,Terrestrial,1
Correa,decumbens,,,,,,,,,,,,,,-6.7,LT50,,,,,F,,-35.04,138.7,400,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Sapindales,Rutaceae,,Correa_decumbens,Correa,decumbens,Correa_decumbens,Terrestrial,Terrestrial,Terrestrial,1
Corvus,caurinus,,,,,,,,,,,,,,-6,LTNZ,,,,,,,60.1,-149.44,,Irving_et_al_1955,1,Chordata,Aves,Passeriformes,Corvidae,,Corvus_caurinus,Corvus,caurinus,Corvus_caurinus,Terrestrial,Terrestrial,Terrestrial,1
Coryphopterus,urospilus,35.4,ctmax,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,12.3,ctmin,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Gobiidae,,Coryphopterus_urospilus,Coryphopterus,urospilus,Coryphopterus_urospilus,Marine,Marine,Marine,1
Costaria,costata,20,LT0,3,23,LT100,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Costariaceae,,Costaria_costata,Costaria,costata,Costaria_costata,Intertidal,Marine,Marine,1
Cottus,bairdi,30.9,ctmax,,,,,15,1,43,-78.5,250,Kowalski_et_al_1978,1,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Cottidae,,Cottus_bairdi,Cottus,bairdi,Cottus_bairdi,Freshwater,Freshwater,Terrestrial,1
Cottus,cognatus,29.4,ctmax,,,,,20,0.5,42.2,-86.7,120,Otto_&_O’Hara_Rice_1977,1,3.5,LT50,,,,,0.5,,42.2,-86.7,120,Otto_&_O’Hara_Rice_1977,1,Chordata,Actinopteri,Perciformes,Cottidae,,Cottus_cognatus,Cottus,cognatus,Cottus_cognatus,Freshwater,Freshwater,Terrestrial,1
Coturnix,pectoralis,35,UTNZ,,,,,,,-35.17,139.02,,Roberts_&_Baudinette_1986,1,30,LTNZ,,,,,,,-35.17,139.02,,Roberts_&_Baudinette_1986,1,Chordata,Aves,Galliformes,Phasianidae,2,Coturnix_pectoralis,Coturnix,pectoralis,Coturnix_pectoralis,Terrestrial,Terrestrial,Terrestrial,1
Crangon,crangon,33.8,ctmax,,,,,24,0.017,38,-9,0,Madeira_et_al_2012a,1,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Crangonidae,,Crangon_crangon,Crangon,crangon,Crangon_crangon,Marine,Marine,Marine,1
Cranopsis,coccifer,,,,,,,,,,,,Brattstrom_1968,,2.8,LT50,,,,,23,,10,-84,1219.2,Brattstrom_1968,1,Chordata,Amphibia,Anura,Bufonidae,,Cranopsis_coccifer,Cranopsis,coccifer,Cranopsis_coccifer,Terrestrial,Terrestrial,Terrestrial,1
Crateroscelis,robusta,28,UTNZ,,,,,,,-5.31,143.52,2860,McNab_2013,1,11,LTNZ,,,,,,,-5.31,143.52,2860,McNab_2013,1,Chordata,Aves,Passeriformes,Acanthizidae,1,Crateroscelis_robusta,Crateroscelis,robusta,Crateroscelis_robusta,Terrestrial,Terrestrial,Terrestrial,1
Craugastor,fitzingeri,,,,Craugastor,,,,,,,,,,8,LT50,,,,,23,,9.15,-79.85,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Craugastoridae,,Craugastor_fitzingeri,Craugastor,fitzingeri,Craugastor_fitzingeri,Terrestrial,Terrestrial,Terrestrial,1
Craugastor,fleischmanni,31.4,ctmax,,,,,23,1,10,-83.7,1554.48,Brattstrom_1968,1,6,LT50,,,,,23,,10,-83.7,1554.48,Brattstrom_1968,1,Chordata,Amphibia,Anura,Craugastoridae,,Craugastor_fleischmanni,Craugastor,fleischmanni,Craugastor_fleischmanni,Terrestrial,Terrestrial,Terrestrial,1
Crematogaster,inflata,47.75,ctmax,,,,,25,0.2,4.05,114.81,0,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Crematogaster_inflata,Crematogaster,inflata,Crematogaster_inflata,Terrestrial,Terrestrial,Terrestrial,1
Crematogaster,lineolata,43.25,ctmax,,,,,25,0.2,36.04,-79.07,180,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Crematogaster_lineolata,Crematogaster,lineolata,Crematogaster_lineolata,Terrestrial,Terrestrial,Terrestrial,1
Crematogaster,Physocremasp,40.75,ctmax,,,,,25,0.2,4.05,114.81,0,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Crematogaster_Physocremasp,Crematogaster,Physocremasp,Crematogaster_Physocremasp,Terrestrial,Terrestrial,Terrestrial,1
Crematogaster,sp.1,47.75,ctmax,,,,,25,0.2,4.05,114.81,0,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Crematogaster_sp.1,Crematogaster,sp.,Crematogaster_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Crematogaster,sp.2,46.75,ctmax,,,,,25,0.2,4.05,114.81,0,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Crematogaster_sp.2,Crematogaster,sp.1,Crematogaster_sp.2,Terrestrial,Terrestrial,Terrestrial,1
Cricetulus,barabensis,30,UTNZ,,,,,23,,39.25,116.34,,Song_&_Wang_2003,1,27,LTNZ,,,,,23,,39.25,116.34,,Song_&_Wang_2003,1,Chordata,Mammalia,Rodentia,Cricetidae,2,Cricetulus_barabensis,Cricetulus,barabensis,Cricetulus_barabensis,Terrestrial,Terrestrial,Terrestrial,1
Crinia,darlingtoni,31,ctmax,,,,,5,1,-28.28,153.11,762,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Crinia_darlingtoni,Crinia,darlingtoni,Crinia_darlingtoni,Terrestrial,Terrestrial,Terrestrial,1
Crinia,laevis,34.6,ctmax,,,,,25,1,-37.5,142.5,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Crinia_laevis,Crinia,laevis,Crinia_laevis,Terrestrial,Terrestrial,Terrestrial,1
Crinia,parainsignifera,34,ctmax,,,,,25,1,-31.55,147.2,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Crinia_parainsignifera,Crinia,parainsignifera,Crinia_parainsignifera,Terrestrial,Terrestrial,Terrestrial,1
Crinia,signifera,35.7,ctmax,,,,,25,1,-38,142.5,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Crinia_signifera,Crinia,signifera,Crinia_signifera,Terrestrial,Terrestrial,Terrestrial,1
Crinia,victoriana,35,ctmax,,,,,25,1,-37,144.3,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Crinia_victoriana,Crinia,victoriana,Crinia_victoriana,Terrestrial,Terrestrial,Terrestrial,1
Crinodendron,hookerianum,,,,,,,,,,,,,,-4.9,LT50,,,,,F,,,,,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Oxalidales,Elaeocarpaceae,,Crinodendron_hookerianum,Crinodendron,hookerianum,Crinodendron_hookerianum,Terrestrial,Terrestrial,Terrestrial,1
Crocidura,olivieri,,,,,,,,,,,,,,27.5,LTNZ,,,,,F,,6.81,-5.26,,Sparti_1990,2,Chordata,Mammalia,Insectivora,Soricidae,,Crocidura_olivieri,Crocidura,olivieri,Crocidura_olivieri,Terrestrial,Terrestrial,Terrestrial,1
Crocidura,russula,35,UTNZ,,,,,F,,46.51,6.63,,Sparti_1990,1,27.5,LTNZ,,,,,F,,46.51,6.63,,Sparti_1990,1,Chordata,Mammalia,Insectivora,Soricidae,1,Crocidura_russula,Crocidura,russula,Crocidura_russula,Terrestrial,Terrestrial,Terrestrial,1
Crocidura,suaveolens,35,UTNZ,,,,,F,,46.22,8.74,,Sparti_1990,1,27.5,LTNZ,,,,,F,,46.22,8.74,,Sparti_1990,1,Chordata,Mammalia,Insectivora,Soricidae,1,Crocidura_suaveolens,Crocidura,suaveolens,Crocidura_suaveolens,Terrestrial,Terrestrial,Terrestrial,1
Crotalus,atrox,39,ctmax,,,,,,,35.7,-116.34,47,Cowles_&_Bogert_1944,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Viperidae,,Crotalus_atrox,Crotalus,atrox,Crotalus_atrox,Terrestrial,Terrestrial,Terrestrial,1
Crotalus,cerastes,41.6,ctmax,,,,,,,35.7,-116.34,47,Cowles_&_Bogert_1944,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Viperidae,,Crotalus_cerastes,Crotalus,cerastes,Crotalus_cerastes,Terrestrial,Terrestrial,Terrestrial,1
Crotalus,scutulatus,42,ctmax,,,,,,,34.74,-115.66,1057,Brattstrom_1965,3,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Viperidae,,Crotalus_scutulatus,Crotalus,scutulatus,Crotalus_scutulatus,Terrestrial,Terrestrial,Terrestrial,1
Crotalus,viridis,39.5,ctmax,,,,,,,33.83,-116.54,146,Brattstrom_1965,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Viperidae,,Crotalus_viridis,Crotalus,viridis,Crotalus_viridis,Terrestrial,Terrestrial,Terrestrial,1
Crotaphytus,collaris,46.5,ctmax,,,,,,,31.85,-106.48,1388,Cole_1943,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Iguanidae,,Crotaphytus_collaris,Crotaphytus,collaris,Crotaphytus_collaris,Terrestrial,Terrestrial,Terrestrial,1
Crustulina,guttata,41.8,ctmax,,,,,15,0.5,55.4,14.19,3,Almquist_1970,1,-8,LT50,,,,,15,0.5,55.4,14.19,3,Almquist_1970,1,Arthropoda,Arachnida,Araneae,Theridiidae,,Crustulina_guttata,Crustulina,guttata,Crustulina_guttata,Terrestrial,Terrestrial,Terrestrial,1
